"","t_3_3_12","t_3_5_5","t_3_5_21","t_3_6_17","t_3_7_2","t_3_8_14","t_3_9_18","t_3_10_22","t_3_11_12","t_3_12_16","t_4_2_19","t_4_3_17","t_4_4_22","t_4_5_19","t_4_6_17","t_4_7_14","t_4_8_25","t_4_9_22","t_4_10_14","t_4_11_17","t_4_12_15","t_5_1_19","t_5_2_16","t_5_3_16","t_5_4_20","t_5_5_4","t_5_5_11","t_5_6_14","t_5_7_19","t_5_8_17","t_5_9_15","t_5_10_20","t_5_11_17","t_5_12_13","t_6_1_18","t_6_2_22","t_6_3_29","t_6_4_19","t_6_6_20","t_6_7_25","t_6_8_24","t_6_9_13","t_6_10_15","t_7_2_14","t_7_4_4","t_7_5_21","t_7_6_NA","t_7_8_NA","t_7_9_20","t_7_11_14","t_7_12_17","t_8_3_19","t_8_4_22","t_8_5_14","t_8_6_18","t_8_7_9","t_8_8_20","t_8_9_22","t_8_10_20","t_8_11_20","t_8_12_11","t_9_2_18","t_9_3_11","t_9_4_23","t_9_5_13","t_9_6_18","t_9_7_9","t_9_8_19","t_9_9_24","t_9_10_22","t_9_11_12","t_9_12_23","t_10_1_28","t_10_2_11","t_10_3_24","t_10_4_27","t_10_5_17","t_10_6_29","t_10_7_21","t_10_8_11","t_10_9_15","t_10_10_21","t_10_11_23","t_10_12_16","t_11_1_11"
"150_sqrt_Vir",2114.42730780701,na,2173.25713618982,2439.15416486945,na,na,1985.72921953951,na,na,na,2329.71874697355,1775.0015837238,2455.14878978851,1592.32047339724,1232.58311957693,1874.57094824389,1570.47229697152,na,2361.24044942484,1909.05399085516,1976.21581311354,na,na,2098.73714028222,2703.02985555099,na,1862.15643453121,na,na,na,na,2176.85623962631,na,na,na,1981.05140569345,1938.44316914373,1981.05140569345,na,2352.01321424859,2395.97988305411,na,na,na,na,na,na,na,na,na,na,2191.19353777798,1774.45702117577,2009.60425407591,na,2080.42174954984,2381.41452082581,2955.13996961227,959.8698137034,2533.83662088403,na,2654.32262545456,na,2769.78138487499,na,2296.34467687235,2859.401405889,na,2452.78579714291,na,na,na,3345.37051261381,2087.16994596343,na,2493.81492897929,1674.85054557116,na,1004.47745619302,2370.43176657756,na,2576.16377196792,2385.46937566216,3558.16097943235,2689.58854969789
"150_sqrt_VBR",4.18982634589349,na,2.80121773685099,3.23994406881674,na,na,2.93908342551093,na,na,na,3.94180778394605,1.96093001415285,3.18861310307895,2.84952226851702,2.99133539271177,3.39553830272857,2.76683710561225,na,3.74926893458707,3.35250210831643,3.41590385819027,na,na,3.58811597794706,4.00687482604082,na,3.39770533513607,na,na,na,na,3.27159592280615,na,na,na,4.04911704414793,3.42376135609018,2.81514805081628,na,4.77962630194107,3.86246367984469,na,na,na,na,na,na,na,na,na,na,2.89726777912253,2.86312133311111,3.9055033780558,na,3.29759395228186,4.66501337615799,4.53955431360547,2.51099873326256,3.92800311515736,na,3.5868246833052,na,2.15986600430685,na,3.78578278566486,3.45382889126724,na,2.95893127017212,na,na,na,4.47677750887461,3.49506039353694,na,4.22260866528614,2.99721319029494,na,1.62516637791946,3.93310928643024,na,4.65576377876245,3.71983701810278,4.91718046379695,3.72305131728127
"150_sqrt_CDOM",2.09842107309281,na,1.39696814566403,2.21073358865332,1.46372128494464,na,1.73019391976738,na,na,na,0.988989888724854,2.43697086564448,2.50078247754578,2.33859530487855,0.69500215827003,2.06255715072334,1.44169032735883,na,1.71512798356274,1.480628582731,1.93885791124569,na,na,2.93196674605972,2.67772272649727,na,1.9245259156478,na,na,na,1.69002337261944,1.25735277468179,na,na,na,2.02740326526323,2.029545269266,1.96834600616863,1.48519628332419,1.38427092723932,1.27325331336698,1.93232036681292,na,na,na,na,na,na,na,na,na,1.89224549147303,2.0707773902571,2.5716022242952,1.89409793833371,1.0989435836293,1.1940732808333,1.41398691648827,1.952255874623,1.60907799686653,na,2.58070300499689,na,2.95220239821053,na,2.35556129192174,1.67699463326512,na,1.44906659612317,na,na,na,1.90599842602243,2.18915508815616,na,2.77443525784978,2.76030179509415,na,2.16861292073989,1.57027004047075,na,0.796469710660738,1.29789136679462,0.807913980569714,1.77734633653658
"150_sqrt_PAR",6.43875228596348,na,6.63654006241204,7.02998954480019,7.69180128448467,na,6.48535681362252,na,na,na,4.7408394826233,5.80294571747832,7.22669813953786,7.50563188545775,6.55108800124071,7.73388582796514,7.21692025728427,na,4.84755773560254,5.18070960390563,4.71689283321129,na,na,6.08002055917577,6.76190431757208,na,7.52209964039297,na,na,na,6.67325078204019,4.51066303330231,na,na,na,6.02494829853336,6.35200228274518,7.15785603375759,7.23752664934645,7.40769788800812,7.34371009776394,6.85016904900894,na,na,na,na,na,na,na,na,na,6.64409580003178,7.35160227433449,7.42422480801868,7.75275002821579,7.31455275461186,7.35262504143928,6.35989253053855,6.04045900573789,5.24611008271843,na,5.76059927438109,na,6.75310528571856,6.88106459786565,7.26134932364502,7.80352285829932,na,6.49954959977997,na,na,na,4.84544167233494,5.81241662305792,na,7.03462714008355,7.36457099904672,na,7.18658402859105,7.56039946034599,na,4.7445028190528,4.8546771262361,4.23040364504382,4.93779252298028
"150_sqrt_WaveHeight",0.996033633970259,na,0.924779433162308,1.04111142535273,1.00606808914705,na,0.893960849254597,na,na,na,1.54623187135694,0.837474178706424,1.39982141718149,1.09300777673354,1.01604724299611,1.0031764550666,0.838995232406001,na,0.88952234373286,0.824115283197685,1.16815367139773,na,na,1.10359231602979,1.15812348219005,na,1.28565780828337,na,na,na,0.946264233710648,0.86071656194127,na,na,na,1.07838583076745,1.196,0.939636099774801,1.24482247730349,0.97082439194738,0.925562531653048,0.991421202113411,na,na,na,na,na,na,na,na,na,0.958079328657079,1.09201648339208,1.02143673323412,1.04123292302923,0.975320460156558,0.980008163231307,0.97403747361177,0.922632104362297,0.90989889548235,na,1.21826351829151,na,0.972111104761179,1.16386554206231,1.03077640640442,0.94273538174824,na,0.91696946514047,na,na,na,1.18515104522588,1.05277395484501,na,0.963500389205941,0.88670739254841,na,1.11952355937693,0.75801253287792,na,0.876783895837509,1.0514998811222,0.959166304662544,0.841377442055585
"150_sqrt_AvgWavePd",2.43284812514057,na,2.51006653298274,2.61974101773439,2.57850654449431,na,2.33951554814239,na,na,na,2.50341426855405,2.63343881645274,2.45214192085205,2.31127670346932,2.51828592498946,2.26916085811474,2.42845444676238,na,2.73168135037746,2.70046292327816,2.83886720365712,na,na,2.85211903678651,2.46128340505518,na,2.31768569914042,na,na,na,2.26384628453435,2.34769397494648,na,na,na,2.19867369111471,2.39843699104229,2.29755304617761,2.47823868906932,2.46973338642049,2.21519367099132,2.25203596774119,na,na,na,na,na,na,na,na,na,2.51917645273212,2.38012604708238,2.39295842003157,2.52833937595411,2.59903828367341,2.29592029478377,2.43173456610708,2.35062055636379,2.28628147873354,na,2.67566197416639,na,2.42512886255555,2.50532752349867,2.42169011229761,2.51022907321224,na,2.49683119173083,na,na,na,2.68902082550508,2.40606857757629,na,2.55815675829297,2.54337374367198,na,2.7567341184815,2.2421157418831,na,2.49090003813883,2.22700808260769,2.41617818051567,2.41902170308577
"150_sqrt_WindGust",5.56776436283002,na,8.18535277187245,6.70820393249937,7.34846922834953,na,7.61577310586391,na,na,na,9.4339811320566,8.18535277187245,8.48528137423857,8.18535277187245,7.93725393319377,6.70820393249937,7.93725393319377,na,7.61577310586391,7.61577310586391,9.89949493661167,na,na,7.93725393319377,8.18535277187245,na,8.18535277187245,na,na,na,7.34846922834953,7.34846922834953,na,na,na,7.34846922834953,9,7.61577310586391,7.93725393319377,6.32455532033676,7.61577310586391,7.93725393319377,na,na,na,na,na,na,na,na,na,7.61577310586391,9,7.61577310586391,8.71779788708135,7.61577310586391,6.32455532033676,7.34846922834953,6.70820393249937,6.70820393249937,na,6.70820393249937,na,7.93725393319377,6.70820393249937,6.70820393249937,6.70820393249937,na,7.61577310586391,na,na,na,7.34846922834953,7.61577310586391,na,9.4339811320566,7.93725393319377,na,6.32455532033676,8.18535277187245,na,8.18535277187245,10.1488915650922,6.70820393249937,8.18535277187245
"150_sqrt_TempMax",13.9283882771841,na,17.3205080756888,14.5258390463339,17.4928556845359,na,16,na,na,na,11.7898261225516,16.4924225024706,13.7477270848675,13.7477270848675,13.5277492584687,16.6733320005331,14.3527000944073,na,17.1464281994822,13.9283882771841,14.7309198626562,na,na,13.9283882771841,12.6885775404495,na,13.5277492584687,na,na,na,13.5277492584687,14.3527000944073,na,na,na,13.114877048604,10.816653826392,15.0996688705415,14.3527000944073,17.4928556845359,17,15.2643375224737,na,na,na,na,na,na,na,na,na,11.7898261225516,12.2474487139159,15.6204993518133,18.1107702762748,14.5258390463339,15.2643375224737,14.5258390463339,14.3527000944073,15.6204993518133,na,11.3137084989848,na,10.816653826392,14.3527000944073,15.0996688705415,15.0996688705415,na,18.8679622641132,na,na,na,12.6885775404495,11.3137084989848,na,12.9228479833201,11.0453610171873,na,14.3527000944073,13.3416640641263,na,11.7898261225516,10.295630140987,10.816653826392,12.2474487139159
"150_sqrt_TempMin",10,na,14.5258390463339,10.816653826392,14.5258390463339,na,10.816653826392,na,na,na,8.83176086632785,13.3416640641263,9.69535971483266,10.5356537528527,10.816653826392,14.142135623731,11.5325625946708,na,11.7898261225516,12,12.9228479833201,na,na,11.0453610171873,8.83176086632785,na,10.5356537528527,na,na,na,10.816653826392,10.5356537528527,na,na,na,8.83176086632785,7.81024967590665,10.816653826392,10.5356537528527,13.3416640641263,14.7309198626562,12,na,na,na,na,na,na,na,na,na,8.48528137423857,8.83176086632785,11.7898261225516,14.142135623731,11.5325625946708,12,11.3137084989848,10.295630140987,13.114877048604,na,8.48528137423857,na,9.4339811320566,10.5356537528527,10.816653826392,10.816653826392,na,16.1554944214035,na,na,na,10.295630140987,9.1104335791443,na,9.1104335791443,9.4339811320566,na,11.3137084989848,10.5356537528527,na,10.816653826392,8.83176086632785,9.1104335791443,9.1104335791443
"150_log_Leu",9.19765561980027,na,9.76497519766121,7.65586360398606,9.30009585269192,na,10.0652821152962,na,na,na,7.72835389896519,8.82414123880973,13.8125814290918,na,9.13122150300723,9.10740979074606,9.92198625995109,na,9.32322688096622,9.09347157714926,9.54265397918664,na,na,9.017534104153,10.7995815301159,na,na,na,na,na,10.029190621057,9.24360103416273,na,na,na,8.57361753730533,9.78808887659602,10.1835055574574,9.51081757840472,9.31208671318665,9.74970686147958,8.59262164837459,na,na,na,na,na,na,na,na,na,9.72983755920191,11.1160968532502,10.4510087678734,9.52790936615766,9.4599441377858,9.09572747933982,9.50897955308746,8.37966441302322,8.5705936324801,na,8.95487531755185,na,9.60493593065254,9.08514829837036,9.11837858005904,9.15774740295628,na,8.53835543812855,na,na,na,6.56490230287112,8.51760014479948,na,7.41296013579217,8.5444399672552,na,9.40619364827653,8.67453045520189,na,9.01912710216902,9.84459341229428,8.93970548544891,8.9591101764476
"150_log_NO2",-1.55574075963071,na,-0.83971633955112,-0.555200798360667,-0.721096139295171,na,-1.7727277272229,na,na,na,-1.90559580336692,-1.70948479271271,-1.10653761123524,-1.0011952389646,-0.903865742742844,-1.9661057135412,-2.81339405023226,na,-2.81339405023226,-2.99571227375399,-2.52571614438638,na,na,-3.2188508251807,-1.38629036112789,na,-1.10865959422317,na,na,na,-3.9119730066781,-2.99571227375399,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-2.40793449760249,-2.40793449760249,-2.7581337012702,-13.8155105579643,-3.15543165231167,-13.8155105579643,-13.8155105579643,-13.8155105579643,-2.93718038660438,na,-4.47107645150739,na,-13.8155105579643,-13.8155105579643,0.292670360231198,-2.35815065844375,na,na,na,na,na,na,-13.8155105579643,na,-4.47107645150739,-2.07322092986678,na,-3.50652456454219,-3.50652456454219,na,-2.52571614438638,-3.2188508251807,-2.20726582232195,na
"150_log_NO3",3.10455403219328,na,3.19215748788291,3.16349371951662,3.16372879859606,na,3.10171160770415,na,na,na,3.22975107438685,3.1778616452149,3.25625819545861,3.30060474086232,3.28649708946568,3.25002559386042,3.20197378679284,na,3.15704297343624,3.09245055243043,3.10463152050998,na,na,3.14677813842777,3.21490796330682,na,3.2410677523747,na,na,na,3.19626204999661,3.14333297761956,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.22565280914722,3.35053546685993,na,3.32553949105642,3.27808768450005,3.29249796473881,3.19618021693601,3.15738332655589,3.24695780899516,na,3.3308583545141,na,2.96188242743811,3.33020250750453,na,3.41337295759229,na,3.21595155335095,na,na,na,na,3.1397460336929,na,3.42845580543298,3.41496878574607,na,3.24321715625436,3.38699703226101,na,3.33359639819235,3.31178312005622,3.32959396280246,na
"150_log_TurnoverLeu",3.25010436056413,na,3.54288095623371,5.59183747101908,3.87505433165464,na,2.96600532061098,na,na,na,5.03537286768958,4.79213423404389,-0.519868255299433,na,2.91107336924901,3.51993576659342,2.76086744109818,na,3.56753612682542,3.59584070393942,3.17833993788216,na,na,3.72539352291487,2.22865246830438,na,na,na,na,na,na,3.75711718066504,na,na,na,3.8121507670311,2.88971248602548,2.92923072649959,3.39561154613132,3.08524241355086,3.11077778700579,na,na,na,na,na,na,na,na,na,na,3.52702948281731,1.74257783998992,2.03560405639134,na,3.43432150055704,3.3749909705805,3.44796536158547,3.51256976465729,4.36812376843357,na,4.25847957782859,na,4.70801904716816,na,3.69726379726449,4.28002088517885,na,4.90194770560976,na,na,na,6.66795619909609,4.26682721317613,na,5.34927148979165,4.10715261951032,na,3.44703144019604,4.12826377964379,na,3.61277427170633,3.08234925207486,4.22882215813716,4.2060896770458
"150_log_Chl_A_Sat",1.08432064795124,na,0.416622630804041,-0.976492005814949,-0.349117856504699,na,1.14797054541065,na,na,na,-0.201675644698969,-0.746020670167013,-0.497119976709879,0.133656384812674,-1.00906413202651,-1.11017892503958,-1.27546880603101,na,-1.26057842980506,-1.29345997082747,-0.812223552214884,na,na,0.604665632489131,1.67757681939712,na,0.611812388504787,na,na,na,-0.674776951205068,-0.424617346952773,na,na,na,-0.293914788871431,1.95646001726461,1.85709610928397,-0.827593277112868,-0.808737621709434,-1.53099648612754,-1.31557498090724,na,na,na,na,na,na,na,na,na,0.622150517107849,0.707754965447975,-0.513779983592427,-0.734052511885949,-1.21187057645308,-1.35922408959723,-1.43565268666243,-1.32738414924117,-0.869454857037123,na,0.106744557429988,na,-0.388165611030103,-0.860737772753906,-1.19871995804449,1.24772745440509,na,-1.11276192427255,na,na,na,0.11001964503855,-0.425183238974268,na,-0.381670459542447,0.265957799977621,na,-0.388504751533365,-0.336704263537376,na,-0.85003493609709,-0.0239136660480168,0.384159752280828,1.99122216262215
"150_log_ChlA_Sat8",-1.13815385328872,na,-0.991768873050112,-0.884888968734623,-0.772926589566285,na,0.790759254426661,na,na,na,-0.165724060446723,-0.687980550608586,-0.737203566756865,-0.922258503653947,-1.03800084340907,-1.08004571909427,-0.910109872799074,na,-1.09141822808787,-1.42407930548265,-0.892378911827842,na,na,-0.141655734467942,-0.342307227115728,na,0.861488129166107,na,na,na,-0.655389074957343,-1.16760873159001,na,na,na,-1.0669101539376,1.13673945539945,2.9424211552547,-0.779184486656155,-1.14143628585904,-1.55164081370788,-1.45465885864655,na,na,na,na,na,na,na,na,na,0.594293229007254,-0.471220369173631,-0.304882488438535,-0.901845567442659,-1.3329431856229,-1.61440020426392,-1.37424722020922,-1.3404800489806,-0.614761229164868,na,0.662770443901229,na,-0.865763981206187,-0.927907951214346,-1.47350939520986,1.75116487940495,na,-1.49606458526642,na,na,na,0.756032773864675,-0.457506050335774,na,-0.329838289985173,0.274406845251751,na,0.0287137851209461,-0.910209261558287,na,na,-0.802158797829242,-0.195297379836413,3.08079742454051
"150_log_Prim_Prod",8.24659895343193,na,7.86692540747264,7.27015281759721,7.78209004029483,na,8.66157747775853,na,na,na,7.30782586277299,7.08493865791997,7.38676820238546,7.95075619182377,7.27472207960587,7.29815412548455,7.19204660935981,na,7.08585125390007,6.9074032170156,7.02455116089588,na,na,7.99705769832447,8.59428940860086,na,8.19094214005294,na,na,na,7.56193811352394,7.65312956778972,na,na,na,7.37912672234349,8.26152128309387,7.75358491920428,7.460070194576,7.53369370984863,7.04421612656047,7.14905304087639,na,na,na,na,na,na,na,na,na,7.89846679122328,7.99023479818075,7.50627304796248,7.43826587606453,7.22950538925001,7.1525272408159,7.06747328956624,7.06619389531276,7.18909226387408,na,7.55230027770286,na,7.39887195106425,7.29385406459934,7.14031040218358,8.7713965538167,na,7.31149890619196,na,na,na,7.57307380972328,7.3021661805238,na,7.36545224089314,7.8204917017768,na,7.65775527113487,7.74954657747624,na,7.34535192877767,7.73239552619096,7.62364194651157,na
"150_log_Prim_Prod8",6.9559643219524,na,7.0556492837175,7.27488141841941,7.47660261050929,na,8.47078897859975,na,na,na,7.19985756786741,7.08723948095593,7.21717193482992,7.31878487656271,7.25722835159012,7.32458885382746,7.43688829509041,na,7.20560548034954,6.82563700213772,7.02389251661118,na,na,7.63754774373883,7.40066944606098,na,8.27792025817214,na,na,na,7.50458427186848,7.03404425853246,na,na,na,6.81922238143057,8.11896682031927,8.16725550113017,7.51366014679793,7.31363363502494,7.02191397687623,7.06918511563354,na,na,na,na,na,na,na,na,na,7.77877664140876,7.40421216509603,7.55238425838736,7.4170397157293,7.12232618999159,6.98264937063437,7.10448914437896,7.02468461700904,7.30588018023121,na,7.89549187130431,na,7.07928548469787,7.23950208259602,6.99507910715381,na,na,7.03755471651698,na,na,na,7.96280571202505,7.31796909411251,na,7.36602786785217,7.80410449391539,na,7.93897698324405,7.39365071193829,na,7.10709782011039,7.21653325972865,7.37370068476702,na
"150_log_POC",4.39721905569295,na,4.49748542692353,4.71595612339281,4.80711177170881,na,5.71258546109277,na,na,na,4.9158896262584,4.75408354352597,4.79258921191583,4.57716538665831,4.41366294972057,4.37659413030655,4.49075192811242,na,4.28531139072909,4.25249831903467,4.64118561385237,na,na,4.77030483201466,4.93289429767407,na,5.62544722372617,na,na,na,4.79626822487826,4.36908062048865,na,na,na,4.67112509420074,5.00979983853376,5.85829755094015,4.62339115135153,4.49132440541037,4.23400636914909,4.40649914987387,na,na,na,na,na,na,na,na,na,5.76793991381626,5.40402221591621,5.09851176678267,4.63848454863537,4.29455839879467,4.20517706919039,4.28762580003988,4.23418882004983,4.58262912440098,na,5.5592899284312,na,4.6687785871982,4.52856017403401,4.21542897197073,5.29214447841619,na,4.27025467903424,na,na,na,5.4604178782713,4.69993160616048,na,5.15962918623401,5.20518234736568,na,4.92492546971942,4.59081250602472,na,4.55587527245413,4.62690959337702,4.97184765941762,6.1024700157465
"150_log_Fluorescence",-0.510192490903574,na,-3.34415564129496,-1.95094279158339,-3.28128328499682,na,-3.55679911375673,na,na,na,-3.19613633789871,-3.44452250640053,-3.31153950973162,na,-3.44452250640053,-3.47635205526292,-3.42068605824602,na,-3.40400130899489,-3.47376807449699,-3.42068605824602,na,na,-3.33176460694682,-2.28700706303073,na,na,na,na,na,-3.20719432009436,-3.19320807811962,na,na,na,-3.15051648735486,-2.9473231343463,-3.01064288628975,-3.03572128177035,-2.98657433576923,-3.02887549214724,-2.98855806980599,na,na,na,na,na,na,na,na,na,-2.89425930462336,-2.66974336694762,-2.81708412212635,-2.83650876800601,-2.85405911523785,-2.86277604630537,-2.84283952745085,-2.87404575529739,-2.85145878439757,na,-2.83310335010577,na,-2.82177896643055,-2.82295612960357,-2.81174543744098,-2.80626960860867,na,na,na,na,na,na,na,na,-2.81257773045614,-2.77067056308388,na,-2.72143943822123,-2.75718792566376,na,-2.64310551246183,-2.71386708642377,-2.70410798186959,-2.6804836733844
"150_log_BeamAttenuation",-0.5352378589991,na,-0.574653286512156,-0.613652315232319,-0.495329642391893,na,-0.360209755458864,na,na,na,-0.446130864834179,-0.465485849796912,-0.603544164769197,na,-0.577499757033983,-0.603068844833374,-0.550207683268228,na,-0.536656383800512,-0.514331763095278,-0.489879859250528,na,na,4.12343237978136,-0.671718425146651,na,na,na,na,na,-0.656236826539848,-0.746969987257452,na,na,na,-0.779293477293967,-0.762990413501736,-0.765653359346824,-0.700635145525849,-0.87586881737524,-0.735491166054416,-0.806696690246857,na,na,na,na,na,na,na,na,na,-0.544675452641388,-0.487711492093749,-0.522274243159734,-0.500050550598032,-0.490206336563255,-0.533122358764601,-0.513278629927058,-0.53785429615391,-0.506335718493139,na,-0.45786954590276,na,-0.44889988798125,-0.427603360855177,-0.450248061880386,-0.434837277766653,na,na,na,na,na,na,na,na,-0.352540644800277,-0.352640237182965,na,-0.590644745325654,-0.631431389579293,na,-0.607942434545718,-0.512877727892121,-0.584525986695948,-0.539105078055563
"150_log_MLD",2.89037175789616,na,2.484906649788,2.77258872223978,2.63905732961526,na,2.56494935746154,na,na,na,3.29583686600433,3.04452243772342,3.04452243772342,na,na,2.63905732961526,2.83321334405622,na,2.39789527279837,2.94443897916644,2.39789527279837,na,na,3.25809653802148,2.70805020110221,na,na,na,na,na,2.77258872223978,2.89037175789616,na,na,na,3.43398720448515,2.94443897916644,3.13549421592915,na,2.30258509299405,2.63905732961526,2.30258509299405,na,na,na,na,na,na,na,na,na,3.29583686600433,3.09104245335832,2.63905732961526,2.83321334405622,2.39789527279837,2.70805020110221,2.94443897916644,3.25809653802148,2.56494935746154,na,3.66356164612965,na,3.09104245335832,2.63905732961526,2.484906649788,2.39789527279837,na,na,na,na,na,na,na,na,3.25809653802148,2.70805020110221,na,2.94443897916644,2.39789527279837,na,3.04452243772342,3.25809653802148,3.04452243772342,3.04452243772342
"150_log_PRCP",2.30258509299405,na,2.30258509299405,2.56494935746154,2.30258509299405,na,2.30258509299405,na,na,na,2.30258509299405,2.30258509299405,2.56494935746154,2.30258509299405,2.30258509299405,2.30258509299405,2.30258509299405,na,2.30258509299405,2.30258509299405,2.30258509299405,na,na,2.30258509299405,2.56494935746154,na,2.30258509299405,na,na,na,2.30258509299405,2.56494935746154,na,na,na,2.30258509299405,2.89037175789616,2.30258509299405,2.56494935746154,2.30258509299405,2.30258509299405,2.30258509299405,na,na,na,na,na,na,na,na,na,2.30258509299405,2.30258509299405,2.30258509299405,2.30258509299405,2.30258509299405,2.30258509299405,2.30258509299405,2.30258509299405,2.30258509299405,na,3.63758615972639,na,3.3322045101752,2.30258509299405,2.30258509299405,2.30258509299405,na,2.30258509299405,na,na,na,2.30258509299405,2.30258509299405,na,3.76120011569356,2.99573227355399,na,2.70805020110221,2.30258509299405,na,2.70805020110221,2.30258509299405,2.30258509299405,2.30258509299405
"150_log_O2Combined",0.715560612424211,na,0.591298823379958,0.892953730028201,0.776721950842143,na,0.729157457311261,na,na,na,0.62940544717705,1.09865662101875,0.798557544975302,0.858378951972304,0.895407384810683,0.963682967014998,0.953714832084492,na,1.08788832530513,1.11108945737916,0.927428476284611,na,na,0.881560975262461,0.758466646680588,na,0.671071802521295,na,na,na,0.8754687373539,1.02209115076037,na,na,na,0.785574116900645,0.823688848970392,0.725130226412996,0.0600567186738049,0.564366201120543,0.633949913295286,0.988645066406689,na,na,na,na,na,na,na,na,na,0.749054812498241,0.258510695151501,0.342406735454609,0.761095831812059,0.789897457602568,0.76313955237998,0.741143219971953,0.98643824317459,0.623084284356839,na,0.384127743705251,na,0.361164849211584,0.340037302785709,0.626828943333453,0.547157360149331,na,0.658382842998438,na,na,na,na,na,na,0.798966143859999,0.597329736006936,na,0.361773256051094,0.532428239233337,na,0.469287325825193,0.548409892143698,0.55849913059669,0.590128048562606
"150_O2Combined",2.045333,na,1.806333,2.442333,2.174333,na,2.073333,na,na,na,1.87649457238944,3.000133,2.222333,2.359333,2.448333,2.621333,2.595333,na,2.968,3.037666,2.528,na,na,2.414666,2.135,na,1.956333,na,na,na,2.4,2.779,na,na,na,2.193666,2.27889083556748,2.065,1.06189677421408,1.758333,1.88504164462518,2.68759049758459,na,na,na,na,na,na,na,na,na,2.115,1.295,1.408333,2.14062069594298,2.20317049628779,2.145,2.098333,2.681666,1.86467035543816,na,1.468333,na,1.435,1.405,1.871666,1.728333,na,1.931666,na,na,na,na,na,na,2.22324122832313,1.81725975252423,na,1.43587332945756,1.7030627355079,na,1.59885432490161,1.73049914868149,1.74804694030938,1.80421942831153
"500_ARISA_396",na,na,0,0,0,na,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,na,na,na,0,na,0.000525022575970767,na,na,na,0,0.000104007384524301,na,na,na,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,na,0,na,0,0,0,0,na,0,na,na,na,0,0,na,0,0,na,0,0,na,0,0,0,0
"500_ARISA_398",na,na,0,0,0,na,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,na,na,na,0,na,0.000173007439319891,na,na,na,0.000659039542372542,0,na,na,na,0,0,0,0,0,0,0.000263014465795619,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,na,0,na,0,0,0,0,na,0,na,na,na,0,0,na,0,0.00510122955532999,na,0,0,na,0,0,0,0
"500_ARISA_399.1",na,na,0.00024701259764248,0,0,na,0,0,na,na,0.000256015104891189,0,0.000315011970454877,0,0,0.000289019653336427,0,0,0,0,0,na,na,na,0.00947638853192981,na,0.0014120607186109,na,na,na,0.000654039242354541,0,na,na,na,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,na,0,na,0,0,0,0,na,0,na,na,na,0.000206011948693024,0,na,0,0.00826937212174548,na,0,0,na,0,0,0,0
"500_ARISA_400.2",na,na,0,0,0.000559035219218811,na,0,0,na,na,0.00037302200829849,0,0,0,0,0,0,0,0,0,0.000801036046622098,na,na,na,0,na,0,na,na,na,0,0,na,na,na,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,na,0,na,0,0,0,0,na,0,na,na,na,0,0,na,0,0.00224610107454835,na,0,0,na,0,0,0,0
"500_ARISA_401.5",na,na,0,0,0,na,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0.000408018360826237,na,na,na,0.00049602033683381,na,0,na,na,na,0,0,na,na,na,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,na,0,na,0.0119728261250026,0,0,0,na,0,na,na,na,0,0,na,0,0,na,0,0,na,0,0,0,0
"500_ARISA_402.4",na,na,0,0,0,na,0,0.00228212323465467,na,na,0,0,0,0,0,0,0,0,0,0,0,na,na,na,0,na,0,na,na,na,0,0,na,na,na,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0.00100805745927518,na,0.00136108030373792,na,0.0122968484825453,0,0,0.00481230798771121,na,0,na,na,na,0,0,na,0,0,na,0,0,na,0,0,0,0
"500_ARISA_405.6",na,na,0,0,0,na,0,0,na,na,0,0,0,0,0,0,0,0,0,0.000272013328653104,0,na,na,na,0,na,0,na,na,na,0,0,na,na,na,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,na,0,na,0.000494034088352096,0,0,0,na,0,na,na,na,0,0,na,0,0,na,0,0,na,0,0,0,0
"500_ARISA_406.7",na,na,0,0,0,na,0,0,na,na,0,0,0,0,0,0,0,0,0,0.000238011662571466,0,na,na,na,0,na,0,na,na,na,0,0,na,na,na,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,na,0,na,0.000269018562280797,0,0,0,na,0,na,na,na,0,0,na,0,0,na,0.0010160426737923,0.00114107302867384,na,0,0,0.0031671583579179,0.000839046986631251
